,index,id,gameType,gameDate,gameState,awayTeam.id,awayTeam.abbrev,awayTeam.score,homeTeam.id,homeTeam.abbrev,homeTeam.score,winner_id,loser_id,is_cup_game,is_next_game
303,199,2024020198,2,2024-11-05,FUT,5,PIT,,2,NYI,,0,0,False,False
304,288,2024020199,2,2024-11-05,FUT,14,TBL,,19,STL,,0,0,False,False
305,1701,2024020200,2,2024-11-05,FUT,26,LAK,,30,MIN,,0,0,False,False
306,2410,2024020201,2,2024-11-05,FUT,59,UTA,,52,WPG,,0,0,False,False
307,906,2024020202,2,2024-11-05,FUT,55,SEA,,21,COL,,0,0,False,False
308,816,2024020203,2,2024-11-05,FUT,23,VAN,,24,ANA,,0,0,False,False
309,2587,2024020204,2,2024-11-05,FUT,29,CBJ,,28,SJS,,0,0,False,False
310,729,2024020205,2,2024-11-06,FUT,18,NSH,,15,WSH,,0,0,False,False
311,19,2024020206,2,2024-11-06,FUT,17,DET,,16,CHI,,0,0,False,False
312,1170,2024020207,2,2024-11-06,FUT,54,VGK,,22,EDM,,0,0,False,False
313,111,2024020208,2,2024-11-07,FUT,20,CGY,,6,BOS,,0,0,False,False
314,1880,2024020209,2,2024-11-07,FUT,2,NYI,,9,OTT,,0,0,False,False
315,289,2024020210,2,2024-11-07,FUT,4,PHI,,14,TBL,,0,0,False,False
316,995,2024020211,2,2024-11-07,FUT,18,NSH,,13,FLA,,0,0,False,False
317,643,2024020212,2,2024-11-07,FUT,8,MTL,,1,NJD,,0,0,False,False
318,1433,2024020213,2,2024-11-07,FUT,7,BUF,,3,NYR,,0,0,False,False
319,200,2024020214,2,2024-11-07,FUT,5,PIT,,12,CAR,,0,0,False,False
320,1792,2024020215,2,2024-11-07,FUT,59,UTA,,19,STL,,0,0,False,False
321,1257,2024020216,2,2024-11-07,FUT,16,CHI,,25,DAL,,0,0,False,False
322,907,2024020217,2,2024-11-07,FUT,21,COL,,52,WPG,,0,0,False,False
323,817,2024020218,2,2024-11-07,FUT,23,VAN,,26,LAK,,0,0,False,False
324,1702,2024020219,2,2024-11-07,FUT,30,MIN,,28,SJS,,0,0,False,False
325,20,2024020220,2,2024-11-08,FUT,17,DET,,10,TOR,,0,0,False,False
326,201,2024020221,2,2024-11-08,FUT,5,PIT,,15,WSH,,0,0,False,False
327,1082,2024020222,2,2024-11-08,FUT,30,MIN,,24,ANA,,0,0,False,False
328,1171,2024020223,2,2024-11-08,FUT,54,VGK,,55,SEA,,0,0,False,False
329,556,2024020224,2,2024-11-09,FUT,20,CGY,,7,BUF,,0,0,False,False
330,378,2024020225,2,2024-11-09,FUT,4,PHI,,13,FLA,,0,0,False,False
331,112,2024020226,2,2024-11-09,FUT,9,OTT,,6,BOS,,0,0,False,False
332,644,2024020227,2,2024-11-09,FUT,8,MTL,,10,TOR,,0,0,False,False
333,21,2024020228,2,2024-11-09,FUT,3,NYR,,17,DET,,0,0,False,False
334,731,2024020229,2,2024-11-09,FUT,15,WSH,,19,STL,,0,0,False,False
335,1258,2024020230,2,2024-11-09,FUT,25,DAL,,52,WPG,,0,0,False,False
336,1881,2024020231,2,2024-11-09,FUT,1,NJD,,2,NYI,,0,0,False,False
337,996,2024020232,2,2024-11-09,FUT,59,UTA,,18,NSH,,0,0,False,False
338,465,2024020233,2,2024-11-09,FUT,12,CAR,,21,COL,,0,0,False,False
339,1970,2024020234,2,2024-11-09,FUT,29,CBJ,,26,LAK,,0,0,False,False
340,818,2024020235,2,2024-11-09,FUT,22,EDM,,23,VAN,,0,0,False,False
341,2327,2024020236,2,2024-11-10,FUT,28,SJS,,1,NJD,,0,0,False,False
342,1349,2024020237,2,2024-11-10,FUT,30,MIN,,16,CHI,,0,0,False,False
343,1083,2024020238,2,2024-11-10,FUT,29,CBJ,,24,ANA,,0,0,False,False
344,645,2024020239,2,2024-11-11,FUT,8,MTL,,7,BUF,,0,0,False,False
345,379,2024020240,2,2024-11-11,FUT,28,SJS,,4,PHI,,0,0,False,False
346,202,2024020241,2,2024-11-11,FUT,25,DAL,,5,PIT,,0,0,False,False
347,557,2024020242,2,2024-11-11,FUT,26,LAK,,20,CGY,,0,0,False,False
348,909,2024020243,2,2024-11-11,FUT,18,NSH,,21,COL,,0,0,False,False
349,466,2024020244,2,2024-11-11,FUT,12,CAR,,54,VGK,,0,0,False,False
350,2147,2024020245,2,2024-11-12,FUT,9,OTT,,10,TOR,,0,0,False,False
351,1527,2024020246,2,2024-11-12,FUT,1,NJD,,13,FLA,,0,0,False,False
352,1435,2024020247,2,2024-11-12,FUT,52,WPG,,3,NYR,,0,0,False,False
353,113,2024020248,2,2024-11-12,FUT,6,BOS,,19,STL,,0,0,False,False
354,1617,2024020249,2,2024-11-12,FUT,2,NYI,,22,EDM,,0,0,False,False
355,558,2024020250,2,2024-11-12,FUT,20,CGY,,23,VAN,,0,0,False,False
