,id,season,gameType,gameDate,startTimeUTC,gameState,awayTeam.id,awayTeam.placeName.default,awayTeam.abbrev,awayTeam.logo,awayTeam.score,homeTeam.id,homeTeam.placeName.default,homeTeam.abbrev,homeTeam.logo,homeTeam.score,winnerId,loserId,cupGame,nextGame
10,2024020011,20242025,2,2024-10-10,2024-10-10 23:00:00+00:00,OFF,8,Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,4,6,Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,6,6,8,False,False
11,2024020012,20242025,2,2024-10-10,2024-10-10 23:00:00+00:00,OFF,26,Los Angeles,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,3,7,Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,1,26,7,False,False
12,2024020013,20242025,2,2024-10-10,2024-10-10 23:00:00+00:00,OFF,13,Florida,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,1,9,Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,3,9,13,True,False
13,2024020014,20242025,2,2024-10-10,2024-10-11 00:00:00+00:00,OFF,5,Pittsburgh,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,6,17,Detroit,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,3,5,17,False,False
14,2024020015,20242025,2,2024-10-10,2024-10-10 23:00:00+00:00,OFF,10,Toronto,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,4,1,New Jersey,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,2,10,1,False,False
15,2024020016,20242025,2,2024-10-10,2024-10-10 23:30:00+00:00,OFF,59,Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,5,2,New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,4,59,2,False,False
16,2024020017,20242025,2,2024-10-10,2024-10-11 00:00:00+00:00,OFF,25,Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,4,18,Nashville,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,3,25,18,False,False
17,2024020018,20242025,2,2024-10-10,2024-10-11 00:00:00+00:00,OFF,29,Columbus,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,2,30,Minnesota,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,3,30,29,False,False
18,2024020019,20242025,2,2024-10-10,2024-10-11 02:30:00+00:00,OFF,19,St. Louis,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,5,28,San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,4,19,28,False,False
19,2024020020,20242025,2,2024-10-11,2024-10-11 23:00:00+00:00,OFF,14,Tampa Bay,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,4,12,Carolina,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,1,14,12,False,False
20,2024020021,20242025,2,2024-10-11,2024-10-12 00:00:00+00:00,OFF,16,Chicago,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,1,52,Winnipeg,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,2,52,16,False,False
21,2024020022,20242025,2,2024-10-11,2024-10-12 02:00:00+00:00,OFF,4,Philadelphia,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,3,23,Vancouver,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,2,4,23,False,False
22,2024020023,20242025,2,2024-10-11,2024-10-12 02:00:00+00:00,OFF,19,St. Louis,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,3,54,Vegas,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,4,54,19,False,False
23,2024020024,20242025,2,2024-10-12,2024-10-12 17:00:00+00:00,OFF,26,Los Angeles,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,1,6,Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,2,6,26,False,False
24,2024020025,20242025,2,2024-10-12,2024-10-12 23:00:00+00:00,OFF,13,Florida,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,2,7,Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,5,7,13,False,False
25,2024020026,20242025,2,2024-10-12,2024-10-12 23:00:00+00:00,OFF,5,Pittsburgh,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,2,10,Toronto,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,4,10,5,False,False
26,2024020027,20242025,2,2024-10-12,2024-10-12 23:00:00+00:00,OFF,9,Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,1,8,Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,4,8,9,True,False
27,2024020028,20242025,2,2024-10-12,2024-10-12 23:00:00+00:00,OFF,18,Nashville,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,0,17,Detroit,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,3,17,18,False,False
28,2024020029,20242025,2,2025-01-07,2025-01-08 00:00:00+00:00,OFF,12,Carolina,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,2,14,Tampa Bay,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,3,14,12,False,False
29,2024020030,20242025,2,2024-10-12,2024-10-12 23:00:00+00:00,OFF,59,Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,6,3,New York,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,5,59,3,False,False
30,2024020031,20242025,2,2024-10-12,2024-10-12 23:00:00+00:00,OFF,1,New Jersey,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,5,15,Washington,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,3,1,15,False,False
31,2024020032,20242025,2,2024-10-12,2024-10-13 00:00:00+00:00,OFF,2,New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,0,25,Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,3,25,2,False,False
32,2024020033,20242025,2,2024-10-12,2024-10-13 00:00:00+00:00,OFF,55,Seattle,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,5,30,Minnesota,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,4,55,30,False,False
33,2024020034,20242025,2,2024-10-12,2024-10-13 01:00:00+00:00,OFF,29,Columbus,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,6,21,Colorado,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,4,29,21,False,False
34,2024020035,20242025,2,2024-10-12,2024-10-13 02:00:00+00:00,OFF,4,Philadelphia,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,3,20,Calgary,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,6,20,4,False,False
35,2024020036,20242025,2,2024-10-12,2024-10-13 02:00:00+00:00,OFF,16,Chicago,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,5,22,Edmonton,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,2,16,22,False,False
36,2024020037,20242025,2,2024-10-12,2024-10-13 02:00:00+00:00,OFF,24,Anaheim,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,2,28,San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,0,24,28,False,False
37,2024020038,20242025,2,2024-10-13,2024-10-13 22:00:00+00:00,OFF,30,Minnesota,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,1,52,Winnipeg,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,2,52,30,False,False
38,2024020039,20242025,2,2024-10-13,2024-10-14 00:00:00+00:00,OFF,55,Seattle,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,0,25,Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,2,25,55,False,False
39,2024020040,20242025,2,2024-10-13,2024-10-14 00:00:00+00:00,OFF,20,Calgary,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,4,22,Edmonton,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,1,20,22,False,False
40,2024020041,20242025,2,2024-10-13,2024-10-14 02:00:00+00:00,OFF,24,Anaheim,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,1,54,Vegas,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,3,54,24,False,False
41,2024020042,20242025,2,2024-10-14,2024-10-14 17:00:00+00:00,OFF,13,Florida,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,4,6,Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,3,13,6,False,False
42,2024020043,20242025,2,2024-10-14,2024-10-14 17:00:00+00:00,OFF,26,Los Angeles,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,7,9,Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,8,9,26,False,False
43,2024020044,20242025,2,2024-10-14,2024-10-14 17:00:00+00:00,OFF,59,Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,0,1,New Jersey,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,3,1,59,False,False
44,2024020045,20242025,2,2024-10-14,2024-10-14 23:00:00+00:00,OFF,17,Detroit,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,1,3,New York,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,4,3,17,False,False
45,2024020046,20242025,2,2024-10-14,2024-10-14 23:30:00+00:00,OFF,5,Pittsburgh,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,6,8,Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,3,5,8,True,False
46,2024020047,20242025,2,2024-10-14,2024-10-15 01:00:00+00:00,OFF,2,New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,6,21,Colorado,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,2,2,21,False,False
